pseudo_id,type,reason,expiration_date
484b1afd306927be4210bae26a48d4f4,Andet,RVS,2025-07-20
84f6698b842c9fafd5b8729c2ceea216,Økonomi,Pris,2025-05-07
333be8d71beacb6ec8d9caf47393d755,Tid,Ikke tid,2025-05-09
0f624e1da2a58718e4a3ab95c6c6add2,Produkt,Redaktionelt indhold / holdning,2025-06-16
b9fcb0eed6c3143d5102e67740a162f5,Andet,kunden ønsker ikke at oplyse,2025-11-03
59ae565e5018e86e8a80ed789f3b6450,Tid,Ikke tid,2025-05-16
91da1e0cb5dca0f1aa2018f7cd3c4508,Digitalt,Tekniske problemer (kunde),2025-05-20
f7c658d9da4d4f824a47efac0722d303,Andet,Ingen årsag – ingen tlf kontakt,2025-05-22
a569d2248b9913b7e918dfc1f172760c,Tid,Ikke tid,2025-05-20
bf5844c314a6cbd3e5d74142a2f254bc,Andet,kunden ønsker ikke at oplyse,2025-05-17
7eb3412b5a29ae007e0264755a7aeae5,Andet,kunden ønsker ikke at oplyse,2025-05-20
6739966e381899913b6e47129d7677b9,Tid,Ikke tid,2026-02-23
b369776f5a7d9687ff77d6c0613dbc17,Andet,kunden ønsker ikke at oplyse,2025-05-10
c5f4da1e31e7a8497ac488f4b068d9ca,Produkt,Redaktionelt indhold / holdning,2025-09-06
a512d5a0ca762d99340e57b85e78705e,Andet,kunden ønsker ikke at oplyse,2025-05-22
3dbf7ab21815a2df892c2ae6b4b0dd7e,Tid,Ikke tid,2025-06-03
15cc75ac84f115080edd9ff1ccf67fa0,Økonomi,Pris,2025-08-03
8f024d44baff2d628ed87ca219f535df,Tid,Ikke tid,2025-11-18
a08e7f89635b14ed4cb87d21d13b6ed2,Andet,kunden ønsker ikke at oplyse,2025-05-09
13158da72ff4bb01d6a27d7c284cde2b,Tid,Ikke tid,2025-09-15
47fe9178a7b10ed88cb364259c7eea75,Tid,Ikke tid,2025-08-20
d7b8fd9ea68936826991511041434b9c,Andet,kunden ønsker ikke at oplyse,2026-04-29
0a615aeb6124d44c0cadd477b8a8fe60,Økonomi,Pris,2025-12-17
de0e0931dcdd0be80e52b85aaa0efab5,Andet,kunden ønsker ikke at oplyse,2026-01-04
148f59f26319a0da968ce134584c8a6f,Andet,kunden ønsker ikke at oplyse,2025-05-20
99acdcbfb31d153ddb16ad098baa3c2f,Produkt,Anden avis/produkt,2025-05-04
02cd8b6609ea3b7598578bb5ff28a659,Tid,Ikke tid,2025-05-15
a27140357601e9c28ca749163db1ea4f,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
dcba10179c7398d65b5bfd8ee4889d8d,Produkt,Redaktionelt indhold / holdning,2025-05-20
e9153be9eb990a05b8b703b1b434a985,Tid,Ikke tid,2025-07-03
240ce5d130fcc7f11abd19606854fc60,Produkt,Redaktionelt indhold / holdning,2025-06-20
10a0ed175bf7ebdb21f21e266673a8be,Tid,Ikke tid,2025-05-06
6cf4559158ca6f6a6ca07cfc319774a3,Produkt,Redaktionelt indhold / holdning,2025-12-20
6c710b9263533c42dfaa2082413210c3,Tid,Ikke tid,2025-07-06
d3e856f907af085350d630bbc69958cf,Tid,Ikke tid,2026-04-09
f900fad4ac42e8268816ff7a5971bdde,Tid,Ikke tid,2025-10-12
9d2df2c58fea60728d388cf14990a8c2,Andet,kunden ønsker ikke at oplyse,2025-05-20
54dabd914db3590d25b816c39fd862b5,Tid,Ikke tid,2025-05-03
b23d91918f36a511ee6bb142a6980359,Økonomi,Pris,2025-05-05
ea2c555ab41e83356e30f8f0c7e3e6af,Økonomi,Pris,2025-11-10
2a0fd6364ffb8b6e44ac73c1772ed2f6,Tid,Ikke tid,2025-06-10
51a9cdc3a3de7855a8957c15513ffe2c,Tid,Ikke tid,2025-06-09
b3e85bb67a9d20a7e111a08ba1bd2132,Økonomi,Pris,2025-05-08
0fbed2f662485e3c919df188dc2c71a6,Andet,Ingen årsag – ingen tlf kontakt,2025-07-10
85bfda24811f12ef9db73027d7d0ba48,Produkt,Redaktionelt indhold / holdning,2025-05-15
f77682c46f0052360c03f5b4970a2b94,Andet,kunden ønsker ikke at oplyse,2025-05-14
2f8965398cbe981cccc83d6f81509fec,Tid,Ikke tid,2025-08-07
7b5d631f99704537c85aa26c4f9ad079,Andet,kunden ønsker ikke at oplyse,2025-05-04
8c63bc6f82daa6485b044ed69e133b19,Produkt,Anden avis/produkt,2025-05-22
c87f05ad95f5f762ee2991ac45685fac,Tid,Ikke tid,2025-05-09
12a5df4e0b0d389fa3fc25e3d558f6ff,Produkt,Redaktionelt indhold / holdning,2025-05-13
1ed3f61c5909740c55d6917e4d127a39,Økonomi,Pris,2026-02-03
9907abce208587f376f3d01a7639787b,Produkt,Anden avis/produkt,2025-05-17
b95b90c1f13dcb4d0701fa10d0274e7a,Tid,Ikke tid,2025-05-16
dc7631bbc9551b36ee5bda5de1c132d6,Produkt,Anden avis/produkt,2025-05-10
ac379f976af179c7f900b2b9f118c123,Tid,Ikke tid,2025-06-21
62a132e8a5279a11a7f4c84a775369c4,Andet,Administrativt,2025-07-07
62a132e8a5279a11a7f4c84a775369c4,Andet,kunden ønsker ikke at oplyse,2025-07-07
181239c484f5899e65888a9bd671527d,Økonomi,Pris,2025-06-15
5cefcaad01e8ec72faac4537f2ea715b,Andet,kunden ønsker ikke at oplyse,2025-05-23
cf69da92adfa9b7918789261eb805ecc,Tid,Ikke tid,2025-10-03
e392a511d6c7bafcc5599c1917eb33f2,Økonomi,Pris,2025-05-22
da62f8551246a22ec01f2082ec6d51d8,Produkt,Anden avis/produkt,2025-07-10
b2a735ace0cd594f47ca9b0b2746514a,Tid,Ikke tid,2025-07-06
b57e84e749107c4ff8a270681f26455f,Tid,Sæsonpause,2025-06-24
261b2aa96e257baca502e9274d1f6737,Tid,Ikke tid,2026-02-05
f3c4fc320372b73ee410c2c9d92dee75,Tid,Ikke tid,2025-06-11
e1efb0bf97224357c9014734fbff2cc3,Økonomi,Pris,2025-05-21
883b095032e3de2ea29c0f37082e116f,Tid,Ikke tid,2026-02-20
3779c328bc5efb7d0f9f77bc895122e4,Produkt,Redaktionelt indhold / holdning,2025-05-03
c806f370485dca6c667bf0c1000c949e,Tid,Ikke tid,2025-11-21
660fab39539b87b268e59b0d5cc6be74,Økonomi,Pris,2025-05-28
dcd9d5af27530c8a408dc9233552e69b,Tid,Ikke tid,2025-08-05
55b8677472e9d4c765d3c22623dc6f60,Produkt,Redaktionelt indhold / holdning,2025-07-04
a127622a8e755cdd518273575edae201,Produkt,Redaktionelt indhold / holdning,2025-05-20
801d790c22ef7395c6be6038b42df1d4,Andet,kunden ønsker ikke at oplyse,2025-05-19
2aae4b96432d2c3c3f05cb5db8e7635c,Andet,Ingen årsag – ingen tlf kontakt,2025-05-20
9bfae9e41939127da82276d8e0c6a15b,Andet,kunden ønsker ikke at oplyse,2025-05-10
29127e2a7ed2ad5ae7a0b90963270788,Tid,Ikke tid,2025-06-20
e623f27be79cacb492037e987b93e622,Produkt,Anden avis/produkt,2026-01-04
95558b3372f189aac34ee20d87310feb,Tid,Ikke tid,2025-08-31
62883bbbeff3352d2f591e24ca154bed,Andet,kunden ønsker ikke at oplyse,2025-05-09
b05464e0ee4bf859a46eb460baa70052,Andet,kunden ønsker ikke at oplyse,2025-05-20
4b95adccb4398fefc81398af8a257a45,Økonomi,Pris,2025-05-14
0746ad045757e1004e04d9316b9cae64,Andet,kunden ønsker ikke at oplyse,2025-11-15
b2ae7dec25805c7059ea2c7ffd5f54d7,Tid,Ikke tid,2025-07-07
73fb96dd564367a986cc5673b33a2bdf,Tid,Ikke tid,2025-05-10
3828bc6e3a5fdfa667cb87eb2a13abf3,Produkt,Redaktionelt indhold / holdning,2025-06-04
f944be29c5c1e04626d86a1df02749b0,Andet,kunden ønsker ikke at oplyse,2025-06-04
f4f21a6db6bb6eb98f66aeddf3e6c3ea,Tid,Ikke tid,2025-05-03
bdce72baf8cf46c35e50c27d2034f70f,Tid,Ikke tid,2025-12-19
b5f151e31b3d179a9c490cd57f107e71,Tid,Ikke tid,2025-06-06
d2bedcbfe15ea77c13a13272be47abcc,Tid,Ikke tid,2026-01-04
2e608971ff7c2bb1638c925e543726a2,Økonomi,Pris,2025-05-05
06beef4376b2852a011aa0359e4dcbf2,Tid,Ikke tid,2025-06-15
a5c0e0274f29cd61224a91e4a8a28cfb,Andet,kunden ønsker ikke at oplyse,2025-05-19
f9f741851c7ff91176b0b5fa4d36f930,Andet,kunden ønsker ikke at oplyse,2025-05-19
76d0bcb275d7f3d64117922ad29d083d,Andet,kunden ønsker ikke at oplyse,2025-05-18
fb399d68e1c8af128a388d804d698c5a,Produkt,Redaktionelt indhold / holdning,2025-11-12
d5daaf6281239bd2246032f0911b8c17,Andet,Administrativt,2026-01-22
761a5e89492caa461532ba1975d62d5f,Digitalt,Oprettet med forkert e-mail,2025-05-22
b2babd7ae29af17bed1ffbf045307d07,Økonomi,Pris,2026-01-03
254f38248eea896ec7084daa2f6602aa,Produkt,Redaktionelt indhold / holdning,2025-05-18
95a2228013a28207e917ce359ee6a7ef,Produkt,Redaktionelt indhold / holdning,2025-08-20
788607b17ee04f19865a51f8543acb9b,Tid,Ikke tid,2025-05-17
8d905c53b4f60e9724904c8f4a3ba95a,Økonomi,Pris,2025-05-18
a05360ee0a103a32fdd271bf4b976650,Andet,Ingen årsag – ingen tlf kontakt,2025-05-11
461307f36c29f9ea9cb676528540a5c6,Tid,Ikke tid,2025-05-04
a849d9488b9cdf59051a61d3ef094af8,Andet,RVS,2025-11-08
ee5275a035955fff643c908c7d2b3e40,Tid,Ikke tid,2025-07-20
f79e1675b854d18f6f0c9a76d7941b3f,Andet,kunden ønsker ikke at oplyse,2025-05-05
2f204aeb120fdc22e3d9f8bee4374b0b,Tid,Ikke tid,2025-05-09
be8d832d2157226c66399338080ccc47,Økonomi,Pris,2025-06-22
a2e729827f0e72005698a0ba1313aae1,Tid,Ikke tid,2025-06-10
14a7b456c6f672b6bf51838adcad474c,Tid,Ikke tid,2025-09-02
c4b4438193127c3eb6ee62ffd82b6283,Tid,Ikke tid,2025-05-12
3486d8fbc710dec226242a9372c7a6b6,Andet,Administrativt,2025-03-23
6da9c812091932fced96420eab2919f7,Tid,Ikke tid,2025-12-13
3ab2a27e0f8fb6cf68d6d0229504b5aa,Produkt,Anden avis/produkt,2025-06-03
cd228c9e541eb4614990045843f581f2,Produkt,Anden avis/produkt,2025-05-14
0b65e3d1e1771fad90f13172a6b4f90a,Økonomi,Pris,2025-08-04
403adce9ceebe9bf502807ff561d4336,Andet,kunden ønsker ikke at oplyse,2025-05-06
be465621bdb0c21f03d0394cd0d5bf0f,Andet,kunden ønsker ikke at oplyse,2025-09-12
f54455c4d82be9b4fbdb4d969a1d9727,Andet,kunden ønsker ikke at oplyse,2025-05-04
2f2789bce65dd9b3344478bdce2342e6,Andet,Ingen årsag – ingen tlf kontakt,2025-06-19
4db8972108485debeb090c70a547d7c1,Økonomi,Pris,2025-05-23
6419c6782d3fc968cf4d6be103be44e4,Produkt,Redaktionelt indhold / holdning,2025-05-04
db8f2d60080013f7b31d64968f8b0b77,Andet,kunden ønsker ikke at oplyse,2025-05-14
ad56104de30f4dea6c7a65ca88a9a9fe,Tid,Ikke tid,2025-06-04
86bada2394a6cbe10af2ec8e80297326,Produkt,Anden avis/produkt,2025-05-20
ea4ea6b03e035ecb4d9a557e6f4c6a2b,Andet,RVS,2025-11-09
a3967b887bfb0e30a6521b40211e059a,Økonomi,Pris,2025-05-15
26055449e1b6f5750213a8cd2f9c1590,Produkt,Redaktionelt indhold / holdning,2025-09-17
228e171206fad2c38a76aae4211549ec,Andet,RVS,2025-09-06
a1ab031d1263dbcbc2c4f235f3564423,Andet,kunden ønsker ikke at oplyse,2025-05-20
761f1df8f468f1bb378e9d72cbe382e5,Tid,Ikke tid,2025-05-07
5c9960179eb77654c0eb0c510067473f,Økonomi,Pris,2025-11-08
1dd4f4d36646ef3d7c101e7ed530f181,Tid,Ikke tid,2025-07-04
4ea4d4140d6bc0163121bb62be46c93e,Andet,kunden ønsker ikke at oplyse,2025-07-19
b8c3036ba42840d7329dd6108f71577c,Tid,Ikke tid,2025-11-15
9ee60c297a751b20d595266bd388215c,Produkt,Redaktionelt indhold / holdning,2025-06-18
